Date,g,s,e,n,c,j
10/9/2008,774.25,11.27,1.402,5.7416,1.136,107.86
11/9/2008,742.75,10.66,1.3939,5.8295,1.1395,106.66
12/9/2008,757.5,10.8,1.4172,5.7256,1.1335,107.51
15/9/2008,779.25,10.84,1.4175,5.7794,1.1194,105.67
16/9/2008,779.75,10.88,1.4155,5.8516,1.1199,105.11
17/9/2008,785.5,10.77,1.4215,5.9307,1.1208,104.71
18/9/2008,864.25,12.93,1.4382,5.7752,1.0988,104.85
19/9/2008,837.5,12.15,1.4384,5.7074,1.1107,107.18
22/9/2008,873,12.985,1.4697,5.5464,1.0834,106.35
23/9/2008,892.5,13.38,1.4737,5.5754,1.0813,105.8
24/9/2008,888.5,13.29,1.4655,5.6212,1.0889,106.03
25/9/2008,889,13.34,1.4643,5.6408,1.0883,106.48
26/9/2008,869,13.18,1.4596,5.6583,1.089,106.06
29/9/2008,876.5,13.06,1.4381,5.798,1.0964,105.1
30/9/2008,897,12.96,1.4081,5.889,1.1189,105.94
1/10/2008,876,12.28,1.4058,5.8833,1.1209,106.06
2/10/2008,866.25,12.25,1.3854,5.977,1.1339,105.3
3/10/2008,842.5,11.2,1.3816,5.9957,1.1295,105.76
6/10/2008,836.5,11.29,1.3508,6.2428,1.1456,101.26
7/10/2008,881.75,11.64,1.3649,6.1447,1.1399,102.3
8/10/2008,913,11.65,1.368,6.1485,1.1272,99.73
9/10/2008,886.75,11.64,1.3646,6.1489,1.1311,100.67
10/10/2008,918,11.74,1.3471,6.2937,1.1221,99.44
14/10/2008,849.5,10.89,1.3658,6.2477,1.1347,102.17
15/10/2008,848.5,10.92,1.3567,6.3717,1.1346,101.47
16/10/2008,834.5,9.99,1.3416,6.5835,1.1332,100.46
17/10/2008,801,9.56,1.3462,6.5144,1.1339,101.4
20/10/2008,803,9.79,1.3314,6.621,1.1511,101.74
21/10/2008,781,9.86,1.3102,6.8251,1.1581,100.43
22/10/2008,757.5,9.84,1.2835,7.068,1.1656,98.63
23/10/2008,726,9.34,1.2878,6.9755,1.1625,97.6
24/10/2008,692.5,8.88,1.2639,6.8532,1.1526,92.64
27/10/2008,720.5,9.01,1.2446,7.0261,1.1581,93.28
28/10/2008,745,9.09,1.2476,6.909,1.1612,95.68
29/10/2008,749.25,9.38,1.2851,6.7077,1.1371,97.48
30/10/2008,772.25,10.02,1.285,6.6932,1.145,97.47
31/10/2008,728.5,9.28,1.2682,6.7089,1.1669,98.28
3/11/2008,734,10.05,1.2719,6.6857,1.1681,98.95
4/11/2008,734,9.95,1.3021,6.593,1.1627,100.48
5/11/2008,753.25,10.28,1.3039,6.6858,1.1606,98.95
6/11/2008,739,10.41,1.2756,6.8572,1.1745,98.04
7/11/2008,742,10.13,1.2777,6.851,1.1761,98.15
10/11/2008,751.75,10.31,1.276,6.7969,1.1784,97.96
12/11/2008,731.5,9.65,1.2558,7.0577,1.179,95.54
13/11/2008,714,9.365,1.2526,7.0456,1.1995,95.95
14/11/2008,729.5,9.33,1.2731,6.8736,1.187,96.66
17/11/2008,745,9.5,1.2726,6.9724,1.1954,97.03
18/11/2008,736.5,9.38,1.269,6.9966,1.1976,97.38
19/11/2008,737.75,9.4,1.2595,7.0089,1.2103,96.75
20/11/2008,745.25,9.39,1.2525,7.1412,1.2197,94.98
21/11/2008,758.5,9.17,1.2531,7.2169,1.2237,95.42
24/11/2008,816.75,10.04,1.289,6.958,1.1968,96.69
25/11/2008,802.5,10.33,1.303,6.929,1.1863,95.53
26/11/2008,817,10.3,1.2828,7.0506,1.2064,95.46
28/11/2008,813.5,10.12,1.2694,7.0021,1.2165,95.46
1/12/2008,795.5,9.91,1.2634,7.0855,1.2076,93.71
2/12/2008,772.5,9.41,1.2724,7.0191,1.2062,93.64
3/12/2008,773.5,9.43,1.2669,7.0938,1.2142,93.25
4/12/2008,772.75,9.58,1.284,7.0742,1.1971,92.78
5/12/2008,771.75,9.46,1.2654,7.2848,1.2238,92.18
8/12/2008,772.25,9.73,1.2942,7.0518,1.2036,92.77
9/12/2008,771,9.83,1.2937,7.0615,1.2062,92.44
10/12/2008,785.75,9.96,1.3024,7.0128,1.1949,92.94
11/12/2008,821,10.39,1.3294,6.8937,1.1872,91.96
12/12/2008,813.75,10.07,1.3349,6.9255,1.1796,91.26
15/12/2008,827.5,10.33,1.3664,6.8904,1.159,90.68
16/12/2008,833.5,10.5,1.381,6.9767,1.1406,89.98
17/12/2008,853.75,10.98,1.4358,6.6216,1.0852,87.84
18/12/2008,872.5,11.29,1.4298,6.7846,1.0775,89.81
19/12/2008,839,10.61,1.3875,7.084,1.1105,89.48
22/12/2008,846,10.97,1.3952,7.0936,1.0949,90.07
23/12/2008,844,10.7,1.3966,7.1168,1.0856,90.57
24/12/2008,836.75,10.29,1.3964,7.1513,1.0788,90.68
29/12/2008,881,10.93,1.4232,7.0047,1.0414,90.2
30/12/2008,870,10.83,1.4085,7.003,1.0567,90.37
31/12/2008,865,10.79,1.3919,6.9756,1.0673,90.79
2/1/2009,869.75,11.08,1.3946,6.8773,1.0685,91.12
5/1/2009,860,11.07,1.3576,6.9639,1.1077,93.2
6/1/2009,844,10.85,1.3445,6.9918,1.1212,94.2
7/1/2009,864,11.41,1.3718,6.851,1.0941,92.7
8/1/2009,842.5,10.88,1.3714,6.977,1.0925,91.15
9/1/2009,854,11.22,1.3495,6.9949,1.1096,90.25
12/1/2009,848.5,11.09,1.3347,7.0107,1.1139,88.92
13/1/2009,815.5,10.62,1.3198,7.141,1.1212,89.65
14/1/2009,827.25,10.77,1.3174,7.2087,1.1179,89.28
15/1/2009,813,10.51,1.3094,7.1847,1.1232,89.59
16/1/2009,824.25,10.78,1.3244,6.9514,1.1177,90.29
20/1/2009,835,11.32,1.2946,7.1228,1.1432,90.19
21/1/2009,860.5,11.34,1.287,6.984,1.1473,87.8
22/1/2009,847.75,11.32,1.2955,6.968,1.1538,88.64
23/1/2009,873,11.46,1.2849,6.9955,1.1629,88.72
26/1/2009,906.5,12.1,1.3123,6.718,1.1437,89.25
27/1/2009,896,11.91,1.3159,6.7894,1.1388,88.99
28/1/2009,891.25,11.98,1.3244,6.6827,1.1442,88.87
29/1/2009,878.5,11.74,1.2988,6.8038,1.1507,89.77
30/1/2009,918.5,12.51,1.2804,6.9158,1.1612,89.83
2/2/2009,913.75,12.43,1.2808,7.0415,1.164,89.86
3/2/2009,902,12.37,1.301,6.9201,1.1419,89.09
4/2/2009,902.25,12.4,1.2857,6.9149,1.1579,89.53
5/2/2009,914.75,12.8,1.2838,6.8297,1.1654,91.01
6/2/2009,914,12.89,1.2874,6.7927,1.1694,91.95
9/2/2009,901,13.01,1.3064,6.6179,1.1566,91.47
10/2/2009,896,12.96,1.2966,6.7063,1.1535,90.65
11/2/2009,922,13.39,1.2893,6.7646,1.1599,90.66
12/2/2009,944,13.34,1.2822,6.8709,1.1634,90.55
13/2/2009,939.25,13.37,1.2879,6.7705,1.1581,91.84
17/2/2009,962.25,13.9,1.2571,7.0329,1.1744,92.17
18/2/2009,964.75,14.05,1.2547,7.0319,1.1813,93.81
19/2/2009,973.5,14.26,1.2675,6.8926,1.1742,94.09
20/2/2009,981,14.28,1.269,6.8542,1.1681,93.87
23/2/2009,987,14.36,1.2747,6.827,1.1633,94.63
24/2/2009,989.75,14.39,1.2742,6.8533,1.167,96.6
25/2/2009,956.25,13.81,1.2731,6.871,1.1646,97.33
26/2/2009,945,13.48,1.2764,6.909,1.1647,98.55
27/2/2009,943.75,13.21,1.2662,7.0474,1.1672,97.74
2/3/2009,949.5,13.14,1.258,7.1486,1.1723,97.17
3/3/2009,924.75,12.68,1.2549,7.2778,1.1755,98.16
4/3/2009,911,12.87,1.2607,7.0479,1.1762,99.34
5/3/2009,913.25,13.15,1.2565,7.0921,1.1727,98.32
6/3/2009,937.75,13.46,1.2674,7.0612,1.1525,97.88
9/3/2009,934.75,13.36,1.2636,7.0635,1.1634,98.87
10/3/2009,911.5,12.71,1.2752,6.9795,1.154,98.39
11/3/2009,900,12.62,1.2774,6.938,1.1585,97.74
12/3/2009,914.5,12.84,1.2799,6.9605,1.1893,97.86
13/3/2009,920,13.11,1.2891,6.8437,1.188,98.04
16/3/2009,923,13.06,1.2997,6.7682,1.1819,98.17
17/3/2009,920,12.86,1.2972,6.7717,1.1826,98.85
18/3/2009,910.75,12.61,1.311,6.7332,1.1667,98.08
19/3/2009,937.25,13.13,1.373,6.313,1.1184,93.85
20/3/2009,957,13.65,1.3566,6.3795,1.1243,96.18
23/3/2009,952.75,13.76,1.3569,6.3271,1.129,97.3
24/3/2009,928.75,13.51,1.3524,6.3512,1.1285,97.86
25/3/2009,921.25,13.16,1.3539,6.5093,1.1239,97.7
26/3/2009,935.5,13.6,1.356,6.507,1.1272,98.47
27/3/2009,927,13.22,1.3306,6.6407,1.1435,97.99
30/3/2009,923,12.96,1.3146,6.8243,1.1532,97.44
31/3/2009,918.5,13.11,1.3261,6.7437,1.1395,99.15
1/4/2009,919.5,12.98,1.3223,6.7311,1.1465,98.93
2/4/2009,914.75,12.88,1.3458,6.5398,1.1349,99.48
3/4/2009,901.5,12.86,1.3447,6.5469,1.1321,99.94
6/4/2009,879.5,12.41,1.3363,6.5893,1.1388,100.65
7/4/2009,879.25,12.17,1.3282,6.672,1.1443,100.71
8/4/2009,887.25,12.28,1.3288,6.6627,1.1459,99.95
9/4/2009,883.75,12.3,1.3149,6.6734,1.1583,100.43
14/4/2009,895,12.65,1.3277,6.604,1.1387,99.08
15/4/2009,892.25,12.935,1.3182,6.7311,1.1453,99.37
16/4/2009,889,12.65,1.3197,6.6698,1.1471,99.29
17/4/2009,872,11.98,1.303,6.6945,1.1674,99.21
20/4/2009,870,12.06,1.2903,6.838,1.1713,98.29
21/4/2009,888.75,12.14,1.2978,6.777,1.1654,98.6
22/4/2009,885,12.12,1.3012,6.7118,1.1634,98.14
23/4/2009,894.5,12.43,1.3048,6.6456,1.1581,97.88
24/4/2009,909,12.78,1.3277,6.5504,1.1368,97.08
27/4/2009,911.75,12.98,1.3136,6.6989,1.1472,96.57
28/4/2009,897,12.56,1.3061,6.724,1.1517,96.49
29/4/2009,894.5,12.5,1.3324,6.5425,1.1309,96.97
30/4/2009,889,12.63,1.3244,6.567,1.1402,98.76
1/5/2009,881.5,12.15,1.3267,6.5461,1.1364,99.24
5/5/2009,903,13.11,1.3375,6.5275,1.1297,98.76
6/5/2009,903.5,13.44,1.3313,6.5268,1.1313,98.6
7/5/2009,912.75,14.01,1.3411,6.4737,1.1278,99
8/5/2009,917.5,13.9,1.3494,6.414,1.1202,99.01
11/5/2009,912.5,13.9,1.362,6.4163,1.1067,97.45
12/5/2009,920,14.09,1.3638,6.4685,1.1052,96.59
13/5/2009,925.75,14.14,1.3612,6.5121,1.1061,95.75
14/5/2009,923.25,13.84,1.3608,6.4851,1.106,95.62
15/5/2009,925,13.92,1.3539,6.516,1.1132,94.89
18/5/2009,929.75,13.79,1.3503,6.4899,1.1181,96.05
19/5/2009,921.5,13.88,1.3608,6.4588,1.1121,96.1
20/5/2009,928.5,14.29,1.3765,6.4046,1.1022,95.16
21/5/2009,940,14.23,1.3804,6.421,1.101,94.97
22/5/2009,952.5,14.66,1.4005,6.3325,1.0847,94.45
26/5/2009,942,14.3,1.3992,6.3784,1.0833,94.81
27/5/2009,949.5,14.5,1.3924,6.399,1.0861,95.01
28/5/2009,949.75,14.88,1.3948,6.4237,1.0838,96.76
29/5/2009,972,15.52,1.4126,6.3139,1.0692,95.55
1/6/2009,987,15.86,1.4192,6.1871,1.0688,96.53
2/6/2009,973.5,15.62,1.427,6.1904,1.0624,95.72
3/6/2009,979,15.97,1.4194,6.321,1.0684,95.72
4/6/2009,967.25,15.305,1.4187,6.2891,1.0679,96.37
5/6/2009,977.75,15.65,1.399,6.3985,1.0852,98.18
8/6/2009,946.5,14.84,1.3884,6.455,1.0929,98.56
9/6/2009,952.5,14.93,1.4014,6.3497,1.0822,97.6
10/6/2009,961.25,15.39,1.3983,6.3835,1.0816,98.13
11/6/2009,953,15.09,1.4093,6.3332,1.0721,97.83
12/6/2009,950,15.07,1.404,6.3242,1.0756,98.17
15/6/2009,932,14.31,1.3784,6.4836,1.0942,98.03
16/6/2009,936.75,14.3,1.3878,6.4235,1.0853,96.26
17/6/2009,933.75,14.02,1.385,6.413,1.087,95.65
18/6/2009,936.75,14.19,1.3978,6.3672,1.0827,96.36
19/6/2009,933.75,14.23,1.3998,6.3613,1.0773,96.15
22/6/2009,924,13.83,1.3846,6.5572,1.0875,95.9
23/6/2009,920.25,13.77,1.4035,6.5005,1.0707,95.32
24/6/2009,928.75,13.88,1.4015,6.4408,1.0842,95.38
25/6/2009,934.25,13.87,1.3953,6.5102,1.096,96.21
26/6/2009,943,14.26,1.4056,6.4654,1.0856,95.19
29/6/2009,939.75,14.07,1.4058,6.4233,1.0849,95.84
30/6/2009,941,13.94,1.402,6.4354,1.0867,96.42
1/7/2009,931.5,13.65,1.4186,6.3161,1.072,96.41
2/7/2009,936,13.41,1.4018,6.4055,1.0836,95.9
3/7/2009,932.5,13.44,1.3991,6.4122,1.0863,95.95
6/7/2009,921.5,13.03,1.3938,6.4983,1.0877,95
7/7/2009,925.75,13.32,1.3965,6.4887,1.0858,95.11
8/7/2009,920.75,13.05,1.3852,6.5769,1.0923,92.9
9/7/2009,914.75,12.89,1.4026,6.483,1.0773,92.79
10/7/2009,910,12.63,1.3926,6.5294,1.0856,92.33
13/7/2009,908.5,12.47,1.3973,6.5014,1.0842,92.74
14/7/2009,921.75,12.88,1.3971,6.4827,1.085,93.03
15/7/2009,930,13.27,1.4116,6.3682,1.0746,94.09
16/7/2009,935.25,13.21,1.4115,6.389,1.0755,93.59
17/7/2009,934.5,13.16,1.412,6.3911,1.0766,94.08
20/7/2009,952.25,13.74,1.4211,6.3265,1.0688,94.52
21/7/2009,947.75,13.52,1.4196,6.3025,1.0677,93.36
22/7/2009,945.5,13.4,1.422,6.297,1.0659,93.77
23/7/2009,955.25,13.76,1.4266,6.2363,1.0667,94.75
24/7/2009,949.75,13.78,1.4213,6.2353,1.0701,94.86
27/7/2009,956,14.06,1.4212,6.1952,1.0729,95.32
28/7/2009,955,14.02,1.4215,6.162,1.0704,94.6
29/7/2009,935.5,13.6,1.4033,6.2621,1.0882,95.13
30/7/2009,932,13.4,1.4066,6.2274,1.0894,95.67
31/7/2009,936.5,13.63,1.4279,6.1147,1.0668,94.54
3/8/2009,954.25,14.29,1.4416,6.012,1.0578,95.23
4/8/2009,953.5,14.08,1.44,6.0411,1.0605,95.41
5/8/2009,964.5,14.67,1.4391,6.0264,1.063,94.98
6/8/2009,960.75,14.67,1.4357,6.0454,1.0658,95.56
7/8/2009,960.5,14.65,1.418,6.1236,1.0826,97.65
10/8/2009,953.5,14.47,1.4143,6.192,1.0855,97.23
11/8/2009,946,14.355,1.4141,6.2431,1.0825,95.94
12/8/2009,943.5,14.28,1.4215,6.1007,1.0765,96.16
13/8/2009,956,15.07,1.4283,6.0387,1.0715,95.46
14/8/2009,957.5,14.98,1.4216,6.0768,1.0719,94.64
17/8/2009,937.5,14.13,1.4088,6.1835,1.0787,94.33
18/8/2009,938.25,14.09,1.4075,6.1695,1.0795,94.72
19/8/2009,934.25,13.585,1.4262,6.0481,1.063,93.87
20/8/2009,943.5,14.04,1.4235,6.0287,1.0659,94.12
21/8/2009,941.5,14.01,1.4305,6.0054,1.0613,94.6
24/8/2009,953.75,14.41,1.432,5.989,1.0606,94.47
25/8/2009,947.5,14.11,1.435,6.0022,1.0575,94.28
26/8/2009,949.5,14.32,1.423,6.0784,1.0697,94.25
27/8/2009,943.5,14.2,1.4272,6.0724,1.0667,93.57
28/8/2009,950.75,14.54,1.4358,5.9981,1.056,93.55
1/9/2009,949.75,14.74,1.4235,6.0686,1.0653,93.09
2/9/2009,955,14.91,1.4246,6.0806,1.0628,92.43
3/9/2009,982.5,15.73,1.4278,6.0386,1.0598,92.54
4/9/2009,987.25,15.95,1.4278,6.0285,1.0613,92.75
8/9/2009,1004.5,16.75,1.4497,5.9166,1.0463,92.21
9/9/2009,995.75,16.24,1.4573,5.886,1.0403,91.85
10/9/2009,988.5,16.09,1.4568,5.9578,1.0396,91.86
11/9/2009,998.25,16.89,1.4586,5.915,1.0373,90.3
14/9/2009,994.25,16.35,1.4613,5.933,1.0359,90.85
15/9/2009,997.5,16.52,1.4617,5.9071,1.0374,90.95
16/9/2009,1017,17.29,1.4698,5.8587,1.0328,91
17/9/2009,1020.5,17.38,1.4735,5.8486,1.029,91.15
18/9/2009,1014,17.11,1.4704,5.8697,1.0293,91.31
21/9/2009,999.25,16.68,1.4692,5.9069,1.0317,91.87
22/9/2009,1015.75,17.24,1.4795,5.8311,1.0237,91.08
23/9/2009,1014.75,17.1,1.4752,5.7984,1.0259,91.45
24/9/2009,1014,16.76,1.4696,5.8105,1.0279,91.16
25/9/2009,997,16.2,1.4682,5.8071,1.0277,89.83
28/9/2009,990.5,15.91,1.465,5.8172,1.0301,89.34
29/9/2009,991.75,16.07,1.4553,5.856,1.0385,90.26
30/9/2009,1001.25,16.45,1.463,5.7773,1.0375,89.49
1/10/2009,1005.75,16.55,1.4532,5.8251,1.0424,89.73
2/10/2009,998,16.21,1.459,5.8094,1.0345,89.62
5/10/2009,1004.25,16.23,1.4647,5.7558,1.0322,89.56
6/10/2009,1020.25,16.95,1.4744,5.6758,1.0248,88.77
7/10/2009,1047,17.4,1.4675,5.7048,1.0333,88.76
8/10/2009,1054.75,17.8,1.4777,5.6444,1.027,88.44
9/10/2009,1046.75,17.63,1.4715,5.6469,1.0316,89.69
13/10/2009,1064.5,17.99,1.4839,5.6213,1.023,89.71
14/10/2009,1066,17.93,1.4899,5.5627,1.0172,89.44
15/10/2009,1052.5,17.54,1.4945,5.5588,1.0136,90.39
16/10/2009,1047.75,17.31,1.4889,5.6342,1.0188,90.73
19/10/2009,1054.5,17.52,1.4947,5.5657,1.013,90.72
20/10/2009,1064,17.755,1.4905,5.611,1.0144,90.83
21/10/2009,1053.5,17.39,1.5009,5.5369,1.0064,91.04
22/10/2009,1054.75,17.55,1.5003,5.5426,1.0069,91.42
23/10/2009,1061.25,17.65,1.5029,5.5413,1.007,91.88
26/10/2009,1055,17.61,1.4941,5.5925,1.0136,91.96
27/10/2009,1040.75,17.06,1.4821,5.6433,1.0218,92.04
28/10/2009,1035.5,16.33,1.4763,5.6854,1.0232,91.07
29/10/2009,1034,16.33,1.4819,5.6451,1.0194,91.41
30/10/2009,1044.5,16.57,1.4755,5.695,1.0238,90.5
2/11/2009,1052,16.58,1.4828,5.6982,1.0177,90.56
3/11/2009,1058,16.35,1.4658,5.7989,1.0306,90.3
4/11/2009,1091.75,17.48,1.4836,5.6865,1.0183,90.96
5/11/2009,1088,17.38,1.4857,5.6814,1.017,90.45
6/11/2009,1095,17.525,1.4835,5.6958,1.0182,89.86
9/11/2009,1108.5,17.68,1.4999,5.5887,1.0077,89.92
10/11/2009,1099.75,17.26,1.496,5.5973,1.0092,89.82
12/11/2009,1116,17.51,1.4865,5.6504,1.0164,90.4
13/11/2009,1107.5,17.3225,1.4886,5.617,1.0141,89.55
16/11/2009,1128.75,17.74,1.4977,5.5575,1.0075,89.28
17/11/2009,1131.75,18.1,1.483,5.6229,1.0192,89.41
18/11/2009,1146,18.74,1.499,5.575,1.008,89.36
19/11/2009,1136,18.2,1.4905,5.6377,1.0149,88.95
20/11/2009,1142.5,18.18,1.487,5.6476,1.0177,88.9
23/11/2009,1166,18.76,1.4968,5.587,1.0097,89.14
24/11/2009,1170.25,18.57,1.4937,5.6379,1.0116,88.58
25/11/2009,1176.5,18.63,1.5085,5.576,1.0004,87.65
27/11/2009,1164.5,17.98,1.4963,5.6677,1.0063,86.87
30/11/2009,1172,18.14,1.4994,5.6928,1.005,86.12
1/12/2009,1193.5,18.72,1.51,5.6159,0.9984,86.62
2/12/2009,1211.5,19.18,1.5059,5.6076,1.0006,87.13
3/12/2009,1218.25,19.11,1.5081,5.6122,0.9995,88.2
4/12/2009,1203.25,18.83,1.4885,5.678,1.0136,89.87
7/12/2009,1147.5,18.04,1.482,5.7174,1.0199,89.44
8/12/2009,1164.25,18.11,1.4741,5.7639,1.0245,88.41
9/12/2009,1142.25,17.77,1.4725,5.7741,1.0262,87.83
10/12/2009,1125.75,17.39,1.4716,5.7564,1.027,88.2
11/12/2009,1140,17.51,1.4601,5.7804,1.0356,89.23
14/12/2009,1120,17.19,1.4645,5.7827,1.0321,88.65
15/12/2009,1115,17.18,1.4514,5.8208,1.0421,89.91
16/12/2009,1134,17.6,1.4577,5.7491,1.0355,89.52
17/12/2009,1121.5,17.4,1.4317,5.8899,1.0491,90.35
18/12/2009,1106.5,17.31,1.4281,5.8522,1.0452,90.47
21/12/2009,1113.25,17.27,1.4319,5.8544,1.0441,90.95
22/12/2009,1094.25,16.95,1.4243,5.8823,1.0486,91.67
23/12/2009,1080.5,16.92,1.4341,5.8238,1.038,91.52
24/12/2009,1104.5,17.32,1.4367,5.8145,1.0369,91.69
29/12/2009,1103,17.42,1.4356,5.805,1.0365,91.95
30/12/2009,1092.5,16.92,1.4316,5.8015,1.0391,92.66
31/12/2009,1104,16.99,1.4332,5.7899,1.0358,93.08
4/1/2010,1113,17.17,1.4419,5.7113,1.0294,92.55
5/1/2010,1125.25,17.57,1.4402,5.6986,1.0322,91.48
6/1/2010,1125,17.89,1.4404,5.6805,1.0282,92.53
7/1/2010,1130.75,18.09,1.4314,5.7118,1.0341,93.31
8/1/2010,1121.75,18.12,1.4357,5.6868,1.0296,92.7
11/1/2010,1158,18.84,1.4536,5.6162,1.0154,91.9
12/1/2010,1152.75,18.41,1.4523,5.6341,1.016,90.95
13/1/2010,1132.75,18.35,1.4492,5.6445,1.0194,91.38
14/1/2010,1137.5,18.58,1.4478,5.6354,1.0206,91.03
15/1/2010,1132,18.52,1.4376,5.6816,1.0264,90.79
19/1/2010,1134,18.5,1.4269,5.7059,1.034,91.13
20/1/2010,1129,18.48,1.4094,5.7772,1.0453,91.23
21/1/2010,1104,17.68,1.4106,5.7878,1.0426,90.25
22/1/2010,1096.5,17.28,1.4154,5.7904,1.04,90.07
25/1/2010,1103.5,17.16,1.4146,5.8156,1.0403,90.12
26/1/2010,1090.75,16.79,1.4063,5.8625,1.0466,89.63
27/1/2010,1094.75,16.74,1.4053,5.8539,1.0472,89.41
28/1/2010,1091.75,16.62,1.3993,5.8499,1.0517,90.08
29/1/2010,1082.75,16.29,1.387,5.9201,1.0557,90.38
1/2/2010,1082,16.23,1.3904,5.8786,1.0586,90.8
2/2/2010,1114,16.78,1.3955,5.8383,1.0557,90.39
3/2/2010,1118.5,16.79,1.3907,5.8601,1.059,91.11
4/2/2010,1102.5,16.13,1.3759,5.9539,1.0655,89.11
5/2/2010,1052.25,15.17,1.3608,6.0166,1.0779,89.25
8/2/2010,1070,15.14,1.3699,5.9418,1.0696,89.32
9/2/2010,1068,15.2,1.3795,5.9068,1.0641,89.45
10/2/2010,1075.5,15.6,1.3722,5.9124,1.0682,89.88
11/2/2010,1079.5,15.37,1.364,5.9192,1.0747,89.82
12/2/2010,1078.25,15.33,1.3625,5.9135,1.0767,90
16/2/2010,1115.25,15.82,1.3742,5.8521,1.0681,90.46
17/2/2010,1118.25,16.21,1.3623,5.8851,1.0768,90.79
18/2/2010,1105.5,15.83,1.3563,5.953,1.0806,91.43
19/2/2010,1107,15.95,1.3538,5.9667,1.0824,91.94
22/2/2010,1119.75,16.44,1.359,5.9096,1.0773,91.11
23/2/2010,1112,16.1,1.3537,5.9334,1.0818,90.04
24/2/2010,1093,15.76,1.3576,5.9203,1.0779,90.06
25/2/2010,1092.75,15.92,1.3476,5.9843,1.0858,88.85
26/2/2010,1112.5,16.12,1.366,5.8992,1.0711,88.84
1/3/2010,1117.25,16.5,1.3516,5.9508,1.0827,89.28
2/3/2010,1116,16.57,1.3564,5.945,1.079,88.95
3/3/2010,1136.25,17.17,1.3731,5.8582,1.0652,88.43
4/3/2010,1136.25,17.34,1.3571,5.9384,1.078,89.02
5/3/2010,1135,17.25,1.3608,5.899,1.0751,90.32
8/3/2010,1134,17.33,1.3613,5.9038,1.0744,90.3
9/3/2010,1120,17.05,1.3586,5.903,1.0765,89.89
10/3/2010,1124.5,17.47,1.3658,5.8627,1.0702,90.62
11/3/2010,1106,16.91,1.3674,5.8689,1.0689,90.6
12/3/2010,1118.75,17.31,1.3753,5.8342,1.0599,90.46
15/3/2010,1104,17.02,1.3652,5.8733,1.0635,90.45
16/3/2010,1113.25,17.24,1.3758,5.8227,1.0556,90.43
17/3/2010,1131.25,17.54,1.3739,5.8176,1.0551,90.42
18/3/2010,1122.75,17.49,1.3603,5.8837,1.063,90.46
19/3/2010,1121.5,17.31,1.353,5.8902,1.0615,90.5
22/3/2010,1104.25,16.78,1.3531,5.9517,1.058,90.02
23/3/2010,1100.75,16.78,1.3535,5.9315,1.0561,90.24
24/3/2010,1094,16.68,1.3347,6.0249,1.0692,91.89
25/3/2010,1093.5,16.79,1.3344,6.0594,1.0697,92.69
26/3/2010,1098,16.85,1.3398,6.0366,1.0662,92.56
29/3/2010,1111.25,17.15,1.3465,5.9797,1.0634,92.65
30/3/2010,1109.75,17.41,1.3409,5.9949,1.0671,92.89
31/3/2010,1109.5,17.5,1.3526,5.9387,1.0528,93.4
1/4/2010,1116,17.69,1.3569,5.9145,1.0559,93.83
6/4/2010,1124,17.92,1.3378,5.9827,1.0704,93.81
7/4/2010,1133.25,17.97,1.3364,5.9648,1.0716,93.59
8/4/2010,1146.5,17.98,1.336,5.952,1.0723,93.16
9/4/2010,1156,18.34,1.3468,5.9138,1.0672,93.28
12/4/2010,1163.5,18.49,1.3587,5.8851,1.0598,93.21
13/4/2010,1149.25,18.16,1.3592,5.8777,1.0573,92.78
14/4/2010,1159,18.39,1.3666,5.8451,1.0512,93.01
15/4/2010,1151.25,18.27,1.354,5.8708,1.0595,93.04
16/4/2010,1157,18.35,1.3487,5.9032,1.0624,92.03
19/4/2010,1127.5,17.5,1.3458,5.9309,1.065,92.18
20/4/2010,1142.5,18,1.3446,5.9022,1.0673,93.28
21/4/2010,1143.75,17.82,1.3383,5.9045,1.0708,93.24
22/4/2010,1144.25,17.98,1.3298,5.9314,1.0778,93.01
23/4/2010,1140,17.89,1.336,5.8943,1.0743,94.18
26/4/2010,1154,18.35,1.3336,5.8781,1.0753,94.06
27/4/2010,1152.25,18.16,1.323,5.9305,1.0837,93.01
28/4/2010,1164.25,17.96,1.313,5.989,1.091,94.07
29/4/2010,1170,18.15,1.3243,5.9175,1.0824,94.16
30/4/2010,1175.25,18.62,1.3302,5.9005,1.0767,94.24
4/5/2010,1184.25,18.71,1.3037,6.0126,1.0987,94.58
5/5/2010,1172,17.63,1.289,6.035,1.1118,94.3
6/5/2010,1178,17.69,1.2689,6.1746,1.1092,92.22
7/5/2010,1199.6,17.7,1.2721,6.2653,1.1085,91.67
10/5/2010,1188.25,18.46,1.2861,6.1278,1.1069,93.39
11/5/2010,1209,18.42,1.2715,6.155,1.1059,92.83
12/5/2010,1241.25,19.59,1.2642,6.1464,1.1101,92.93
13/5/2010,1235,19.43,1.2568,6.1781,1.1146,92.7
14/5/2010,1238.75,19.64,1.239,6.2365,1.1304,91.94
17/5/2010,1230.25,19.11,1.2299,6.2783,1.1392,92.08
18/5/2010,1215,18.82,1.2358,6.2837,1.1342,92.52
19/5/2010,1209.5,18.53,1.2317,6.4329,1.1564,91.16
20/5/2010,1187.25,17.93,1.237,6.5339,1.15,90.07
21/5/2010,1183.5,17.72,1.2575,6.4497,1.1485,90.21
24/5/2010,1183.75,17.78,1.2406,6.4707,1.1561,90.49
