Date,g,s,e,n,c,j
27/11/2018,1225.05,14.275,1.1281,8.6199,0.9998,113.84
28/11/2018,1213.2,14.15,1.1286,8.5994,0.9994,113.96
29/11/2018,1226.45,14.265,1.1382,8.5325,0.9966,113.42
30/11/2018,1220.45,14.235,1.1323,8.5872,0.9987,113.54
3/12/2018,1231.05,14.385,1.1356,8.5345,0.9975,113.54
4/12/2018,1239.25,14.545,1.1345,8.4941,0.9975,112.93
6/12/2018,1236.45,14.38,1.1374,8.5323,0.9926,112.46
7/12/2018,1241.2,14.485,1.139,8.4844,0.9914,112.6
10/12/2018,1246.8,14.53,1.1368,8.5442,0.9896,112.96
11/12/2018,1248.25,14.64,1.1314,8.5471,0.9931,113.41
12/12/2018,1244.75,14.655,1.1362,8.5649,0.992,113.28
13/12/2018,1244.45,14.68,1.1358,8.5648,0.9938,113.66
14/12/2018,1239.15,14.58,1.13,8.6256,0.997,113.35
17/12/2018,1239.1,14.6,1.1339,8.6279,0.9934,112.96
17/12/2018,1239.1,14.6,1.1339,8.6279,0.9934,112.96
18/12/2018,1248.8,14.655,1.1364,8.7208,0.993,112.54
19/12/2018,1248.6,14.645,1.1422,8.6639,0.9918,112.15
20/12/2018,1255,14.77,1.1432,8.6961,0.9918,111.34
21/12/2018,1257.6,14.69,1.1402,8.7407,0.9914,111.14
27/12/2018,1271.1,15.055,1.1412,8.7884,0.9902,110.78
28/12/2018,1277.25,15.295,1.1445,8.7191,0.9838,110.34
2/1/2019,1287.2,15.44,1.1357,8.6976,0.9884,109.22
3/1/2019,1287.95,15.535,1.1399,8.694,0.9889,108.07
4/1/2019,1290.35,15.705,1.141,8.6109,0.9859,108.29
7/1/2019,1291.5,15.75,1.1468,8.5387,0.981,108.62
8/1/2019,1283.9,15.64,1.1444,8.5505,0.981,108.57
9/1/2019,1281.3,15.62,1.1524,8.4745,0.9767,108.38
10/1/2019,1292.4,15.705,1.1517,8.4702,0.9817,108.29
11/1/2019,1292.8,15.68,1.1479,8.5245,0.9829,108.34
15/1/2019,1289.35,15.6,1.1392,8.5545,0.9885,108.72
16/1/2019,1290.5,15.54,1.1408,8.5305,0.9899,108.84
17/1/2019,1294,15.575,1.1386,8.5554,0.9944,109.01
18/1/2019,1285.05,15.47,1.1362,8.5509,0.9954,109.79
