date,y1,y2
2016/05/02 - 2016/05/08,128.63,129.32
2016/05/09 - 2016/05/15,128.41,129.34
2016/05/16 - 2016/05/22,128.51,129.32
2016/05/23 - 2016/05/29,128.37,129.2
2016/05/30 - 2016/06/05,128.75,129.57
2016/06/06 - 2016/06/12,129.2,130.2
2016/06/13 - 2016/06/19,129.38,130.47
2016/06/20 - 2016/06/26,129.44,130.78
2016/06/27 - 2016/07/03,128.85,130.03
2016/07/04 - 2016/07/10,129.84,131.07
2016/07/11 - 2016/07/17,130.5,131.74
2016/07/18 - 2016/07/24,130.47,131.78
2016/07/25 - 2016/07/31,131.34,132.59
2016/08/01 - 2016/08/07,131.28,132.6
2016/08/08 - 2016/08/14,133.41,134.8
2016/08/15 - 2016/08/21,133.13,134.74
2016/08/22 - 2016/08/28,136.21,138.17
2016/08/29 - 2016/09/04,137.5,138.86
2016/09/05 - 2016/09/11,136.57,137.89
2016/09/12 - 2016/09/18,138.7,140.12
2016/09/19 - 2016/09/25,137.62,139.05
2016/09/26 - 2016/10/02,141.04,142.06
2016/10/03 - 2016/10/09,141.77,142.99
2016/10/10 - 2016/10/16,141.53,143.02
2016/10/17 - 2016/10/23,144.09,145.58
2016/10/24 - 2016/10/30,143.68,144.8
2016/10/31 - 2016/11/06,143.49,145.38
2016/11/07 - 2016/11/13,143.95,145.96
2016/11/14 - 2016/11/20,144.08,145.82
2016/11/21 - 2016/11/27,144.47,146.13
2016/11/28 - 2016/12/04,144.91,146.12
2016/12/05 - 2016/12/11,145.17,146.46
2016/12/12 - 2016/12/18,145.44,146.68
2016/12/19 - 2016/12/25,146.3,147.88
2016/12/26 - 2017/01/01,144.72,146.16
2017/01/02 - 2017/01/08,144.28,145.85
2017/01/09 - 2017/01/15,144.16,146.43
2017/01/16 - 2017/01/22,146.8,149.03
2017/01/23 - 2017/01/29,145.89,147.89
2017/01/30 - 2017/02/05,146.59,148.71
2017/02/06 - 2017/02/12,146.83,148.66
2017/02/13 - 2017/02/19,147.74,149.54
2017/02/20 - 2017/02/26,148.22,150.09
2017/02/27 - 2017/03/05,148.67,150.63
2017/03/06 - 2017/03/12,149.38,151.55
2017/03/13 - 2017/03/19,150.55,153.09
2017/03/20 - 2017/03/26,150.89,153.32
2017/03/27 - 2017/04/02,152.18,154.51
2017/04/03 - 2017/04/09,152.57,154.52
2017/04/10 - 2017/04/16,152.77,154.73
2017/04/17 - 2017/04/23,154.57,156.77
2017/04/24 - 2017/04/30,155.45,157.8
2017/05/01 - 2017/05/07,156.27,159.14
2017/05/08 - 2017/05/14,156.44,159.09
2017/05/15 - 2017/05/21,158.26,160.72
2017/05/22 - 2017/05/28,158.78,161.33
2017/05/29 - 2017/06/04,158.92,161.25
2017/06/05 - 2017/06/11,159.88,162.16
2017/06/12 - 2017/06/18,159.12,161.15
2017/06/19 - 2017/06/25,160.26,162.08
2017/06/26 - 2017/07/02,160.05,161.68
2017/07/03 - 2017/07/09,159.56,161.31
2017/07/10 - 2017/07/16,159.15,160.87
2017/07/17 - 2017/07/23,159.88,161.7
2017/07/24 - 2017/07/30,160.3,162.11
2017/07/31 - 2017/08/06,159.84,161.58
